mesh_id,snomed_id,snomed_term,confidence,mapping_method,frequency,entity_classes,corpora,snomed_active
D011479,372630008,Protamine,0.90,shared_cui,5,chemical,BC5CDR,true
D011718,387076005,Pyrazinamide,0.90,shared_cui,5,chemical,BC5CDR,true
D011796,387445007,Quinacrine,0.90,shared_cui,5,chemical,BC5CDR,true
D012133,404684003,Clinical finding,0.40,sty_fallback:Finding,5,disease,BC5CDR,true
D012216,396332003,Rheumatism,0.90,shared_cui,5,disease,BC5CDR,true
D012504,105590001,Substance,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",5,chemical,BC5CDR,true
D012594,201049004,Morphea,0.90,shared_cui,5,disease,BC5CDR,true
D012678,85972008,Sensory disorder,0.90,shared_cui,5,disease,BC5CDR,true
D012851,35508004,Empty delta sign,0.55,mrrel_rn,5,disease,BC5CDR,true
D013119,90584004,Spinal cord injury,0.90,shared_cui,5,disease,BC5CDR,true
D013203,56038003,Staphylococcal infectious disease,0.90,shared_cui,5,disease,BC5CDR,true
D013494,192976002,Progressive supranuclear palsy,0.90,shared_cui,5,disease,BC5CDR,true
D013747,363581004,Tetrabenazine,0.90,shared_cui,5,chemical,BC5CDR,true
D013759,386846008,Dronabinol,0.90,shared_cui,5,chemical,BC5CDR,true
D013831,259659006,Thiamine,0.90,shared_cui,5,chemical,"BC5CDR,BioRED",true
D014269,105590001,Substance,0.40,sty_fallback:Organic Chemical,5,chemical,BC5CDR,true
D014295,387179001,Trimethoprim,0.90,shared_cui,5,chemical,BC5CDR,true
D014511,44730006,Uremia,0.90,shared_cui,5,disease,"BC5CDR,BioRED",true
D014517,20018005,Occlusion of ureter,0.90,shared_cui,5,disease,"BC5CDR,BioRED",true
D014520,873008,Urethan,0.90,shared_cui,5,chemical,"BC5CDR,BioRED",true
D014580,41143004,Ursodiol,0.90,shared_cui,5,chemical,BC5CDR,true
D014801,82622003,Retinol,0.90,shared_cui,5,chemical,"BC5CDR,BioRED",true
D014899,21007002,Wernicke's disease,0.90,shared_cui,5,disease,BC5CDR,true
D014969,45784001,Xanthine oxidase,0.90,shared_cui,5,chemical,BioRED,true
D015230,16613008,Prostaglandin PGD2,0.90,shared_cui,5,chemical,BC5CDR,true
D015251,417916005,Epirubicin,0.90,shared_cui,5,chemical,BC5CDR,true
D015433,77182004,Membranous glomerulonephritis,0.90,shared_cui,5,disease,BC5CDR,true
D015464,1162588009,Chronic myeloid leukemia,0.90,shared_cui,5,disease,BC5CDR,true
D015767,387505001,Mefloquine,0.90,shared_cui,5,chemical,BC5CDR,true
D015790,58343005,Cefonicid,0.90,shared_cui,5,chemical,BC5CDR,true
D016108,254185007,Dystrophic epidermolysis bullosa,0.90,shared_cui,5,disease,BioRED,true
D016393,109979007,B-cell lymphoma (clinical),0.90,shared_cui,5,disease,BioRED,true
D016543,126951006,Neoplasm of central nervous system,0.90,shared_cui,5,disease,BioRED,true
D017255,386938006,Acitretin,0.90,shared_cui,5,chemical,"BC5CDR,BioRED",true
D018088,423709000,Drug resistant tuberculosis,0.90,shared_cui,5,disease,BioRED,true
D018366,60555002,Hypersensitivity angiitis,0.90,shared_cui,5,disease,BC5CDR,true
D018491,418222008,Dopamine receptor agonist,0.90,shared_cui,5,chemical,"BC5CDR,BioRED",true
D019190,60737008,Iron overload,0.90,shared_cui,5,disease,BioRED,true
D019559,87730004,Capillary leak syndrome,0.90,shared_cui,5,disease,BC5CDR,true
D019586,271719001,Raised intracranial pressure,0.90,shared_cui,5,disease,"BC5CDR,BioRED",true
D019803,6817006,Oxidized glutathione,0.90,shared_cui,5,chemical,BC5CDR,true
D020181,78275009,Obstructive sleep apnea syndrome,0.90,shared_cui,5,disease,BC5CDR,true
D020293,427020007,Cerebral vasculitis,0.90,shared_cui,5,disease,BC5CDR,true
D020518,22995004,Focal nodular hyperplasia,0.90,shared_cui,5,disease,"BC5CDR,BioRED",true
D043171,404684003,Clinical finding,0.40,sty_fallback:Cell or Molecular Dysfunction,5,disease,BioRED,true
D050177,238131007,Overweight,0.90,shared_cui,5,disease,BioRED,true
D051474,2177002,Postherpetic neuralgia,0.90,shared_cui,5,disease,BC5CDR,true
D053099,445009001,Azotemia,0.90,shared_cui,5,disease,BC5CDR,true
D054038,450886002,Posterior reversible encephalopathy syndrome,0.90,shared_cui,5,disease,BC5CDR,true
D055370,316358009,Injury of lung,0.90,shared_cui,5,disease,"BC5CDR,BioRED",true
D057911,372913009,Angiotensin II receptor antagonist,0.90,shared_cui,5,chemical,"BC5CDR,BioRED",true
D058915,781491002,Adenosine receptor antagonist,0.90,shared_cui,5,chemical,"BC5CDR,BioRED",true
D059606,17173007,Excessive thirst,0.90,shared_cui,5,disease,BC5CDR,true
D062788,784314006,Uterine adenomyosis,0.90,shared_cui,5,disease,BC5CDR,true
C001335,19209005,Fungicide,0.65,mrrel_rb,4,chemical,BC5CDR,true
C002616,372772003,Propranolol,0.65,mrrel_rb,4,chemical,BC5CDR,true
C002630,372688009,Antineoplastic agent,0.65,mrrel_rb,4,chemical,"BC5CDR,BioRED",true
C002647,105590001,Substance,0.40,sty_fallback:Organic Chemical,4,chemical,BC5CDR,true
C002744,27378009,Tyrosine,0.65,mrrel_rb,4,chemical,BC5CDR,true
C004504,105590001,Substance,0.40,sty_fallback:Organic Chemical,4,chemical,BC5CDR,true
C007789,372862008,Anticoagulant,0.65,mrrel_rb,4,chemical,BC5CDR,true
C010013,372817009,Doxorubicin,0.65,mrrel_rb,4,chemical,"BC5CDR,BioRED",true
C015068,725615001,M-chlorophenylpiperazine,0.90,shared_cui,4,chemical,BC5CDR,true
C017367,387172005,Fluorouracil,0.65,mrrel_rb,4,chemical,BC5CDR,true
C024224,372890007,Naloxone,0.65,mrrel_rb,4,chemical,BC5CDR,true
C025504,769091004,Meglumine,0.65,mrrel_rb,4,chemical,BC5CDR,true
C025725,441338003,Propanolamine,0.65,mrrel_rb,4,chemical,BC5CDR,true
C027278,101588008,RENOGRAFIN -76,0.90,shared_cui,4,chemical,BC5CDR,false
C027756,77136007,Alpha-melanocyte stimulating hormone,0.65,mrrel_rb,4,chemical,BioRED,true
C029504,372826007,Metoprolol,0.65,mrrel_rb,4,chemical,"BC5CDR,BioRED",true
C031231,255632006,Anticonvulsant,0.65,mrrel_rb,4,chemical,"BC5CDR,BioRED",true
C031763,259136004,"1,3-butadiene",0.90,shared_cui,4,chemical,BC5CDR,true
C036150,105590001,Substance,0.40,sty_fallback:Organic Chemical,4,chemical,BC5CDR,true
C037178,105590001,Substance,0.40,sty_fallback:Organic Chemical,4,chemical,BioRED,true
C038192,395756007,Iopromide,0.90,shared_cui,4,chemical,"BC5CDR,BioRED",true
C057619,386966003,Glimepiride,0.90,shared_cui,4,chemical,"BC5CDR,BioRED",true
C061282,35431001,Adenosine,0.65,mrrel_rb,4,chemical,BC5CDR,true
C065046,783923008,Serotonin receptor agonist,0.65,mrrel_rb,4,chemical,BC5CDR,true
C067411,105590001,Substance,0.40,sty_fallback:Organic Chemical,4,chemical,BC5CDR,true
C072959,105590001,Substance,0.40,sty_fallback:Organic Chemical,4,chemical,BC5CDR,true
C084820,52850008,Profenamine,0.90,shared_cui,4,chemical,BC5CDR,true
C085788,396065004,Leucovorin,0.65,mrrel_rb,4,chemical,BC5CDR,true
C093337,105590001,Substance,0.40,sty_fallback:Organic Chemical,4,chemical,BC5CDR,true
C105051,105590001,Substance,0.40,sty_fallback:Organic Chemical,4,chemical,BC5CDR,true
C106487,71818000,Herbicide,0.65,mrrel_rb,4,chemical,BC5CDR,true
C109794,407060002,Pro-brain natriuretic peptide,0.90,shared_cui,4,chemical,"BC5CDR,BioRED",true
C416545,105590001,Substance,0.40,sty_fallback:Organic Chemical,4,chemical,BC5CDR,true
C434926,373704008,Phenanthrene derivative,0.65,mrrel_rb,4,chemical,BC5CDR,true
C485184,105590001,Substance,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",4,chemical,BioRED,true
C535648,276811008,Gastric lymphoma,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
C535700,89623007,"Mesenchymoma, malignant",0.90,shared_cui,4,disease,BC5CDR,true
C535741,709412006,Congenital disorder of glycosylation type 1c,0.90,shared_cui,4,disease,BioRED,true
C536293,716997004,Joubert syndrome,0.90,shared_cui,4,disease,BioRED,true
C536353,237985009,Pearson's syndrome,0.90,shared_cui,4,disease,BioRED,true
C537775,65075004,Irido-corneal dysgenesis,0.90,shared_cui,4,disease,BioRED,false
C538049,715527006,Deafness and oligodontia syndrome,0.90,shared_cui,4,disease,BioRED,true
C538287,722382006,Cataract and microcornea syndrome,0.90,shared_cui,4,disease,BioRED,true
C562385,722005000,Iron-refractory iron deficiency anemia,0.90,shared_cui,4,disease,BioRED,true
C563786,34486009,Hyperthyroidism,0.65,mrrel_rb,4,disease,BioRED,true
C563856,711157000,Sudden infant death with dysgenesis of testes syndrome,0.90,shared_cui,4,disease,BioRED,true
C564766,190268003,Congenital hypothyroidism,0.65,mrrel_rb,4,disease,BioRED,true
C565128,709414007,Deficiency of mitochondrial complex III,0.90,shared_cui,4,disease,BioRED,true
C565137,193570009,Cataract,0.65,mrrel_rb,4,disease,BioRED,true
C580039,783734000,"Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency",0.90,shared_cui,4,disease,BioRED,true
D000100,32836007,Acetrizoate sodium,0.90,shared_cui,4,chemical,BC5CDR,true
D000130,86268005,Achondroplasia,0.90,shared_cui,4,disease,BioRED,true
D000312,237751000,Congenital adrenal hyperplasia,0.90,shared_cui,4,disease,BioRED,true
D000319,373254001,Beta adrenergic receptor antagonist,0.90,shared_cui,4,chemical,BC5CDR,true
D000324,40789008,Adrenocorticotropic hormone,0.90,shared_cui,4,chemical,BC5CDR,true
D000644,301712000,Quaternary ammonium compound,0.90,shared_cui,4,chemical,BC5CDR,true
D000777,373266007,Anesthetic,0.90,shared_cui,4,chemical,BioRED,true
D000880,783776008,Rhein,0.55,mrrel_rn,4,chemical,"BC5CDR,BioRED",true
D000987,60814007,Antisocial behavior,0.90,shared_cui,4,disease,BC5CDR,true
D001030,105590001,Substance,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",4,chemical,"BC5CDR,BioRED",true
D001176,205402004,Arthrogryposis multiplex congenita,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D001279,372835000,Atracurium,0.90,shared_cui,4,chemical,BC5CDR,true
D001847,76069003,Disorder of bone,0.90,shared_cui,4,disease,BioRED,true
D002096,39973008,C-peptide,0.90,shared_cui,4,chemical,BioRED,true
D002137,56381008,Calculus,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D002389,247917007,Catatonia,0.90,shared_cui,4,disease,BC5CDR,true
D002506,387304003,Cephalexin,0.90,shared_cui,4,chemical,BC5CDR,true
D002583,123841004,Neoplasm of uterine cervix,0.90,shared_cui,4,disease,BC5CDR,true
D002653,39465007,Psychosocial dwarfism,0.55,mrrel_rn,4,disease,BC5CDR,true
D002747,386991003,Chlorpropamide,0.90,shared_cui,4,chemical,BC5CDR,true
D002780,4637005,Intrahepatic cholestasis,0.90,shared_cui,4,disease,BC5CDR,true
D003061,387494007,Codeine,0.90,shared_cui,4,chemical,BC5CDR,true
D003093,64766004,Ulcerative colitis,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D003103,93390002,Coloboma of eye,0.90,shared_cui,4,disease,BioRED,true
D003286,57048009,Contracture,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D003300,66925006,Copper,0.90,shared_cui,4,chemical,BC5CDR,true
D003328,398274000,Coronary artery thrombosis,0.90,shared_cui,4,disease,BC5CDR,true
D003389,73013002,Cranial nerve disorder,0.90,shared_cui,4,disease,BC5CDR,true
D003606,387441003,Dacarbazine,0.90,shared_cui,4,chemical,BC5CDR,true
D003680,40739000,Dysphagia,0.90,shared_cui,4,disease,BC5CDR,true
D003731,80967001,Dental caries,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D004041,762894007,Dietary fat,0.90,shared_cui,4,chemical,"BC5CDR,BioRED",false
D004049,387340001,Diethylcarbamazine,0.90,shared_cui,4,chemical,BC5CDR,true
D004232,372695000,Diuretic,0.90,shared_cui,4,chemical,BC5CDR,true
D004401,8011004,Dysarthria,0.90,shared_cui,4,disease,BC5CDR,true
D004408,271801002,Taste sense altered,0.90,shared_cui,4,disease,BC5CDR,true
D004660,45170000,Encephalitis,0.90,shared_cui,4,disease,BC5CDR,true
D004696,56819008,Endocarditis,0.90,shared_cui,4,disease,BC5CDR,true
D004714,237072009,Endometrial hyperplasia,0.90,shared_cui,4,disease,BC5CDR,true
D004872,23433006,Ergocalciferol,0.90,shared_cui,4,chemical,"BC5CDR,BioRED",true
D004874,126071000,Ergonovine,0.90,shared_cui,4,chemical,"BC5CDR,BioRED",true
D005166,88776002,Hereditary factor V deficiency disease,0.90,shared_cui,4,disease,BioRED,true
D005230,259582002,Unesterified fatty acid,0.90,shared_cui,4,chemical,BioRED,true
D005476,372730004,Fluphenazine,0.90,shared_cui,4,chemical,BC5CDR,true
D005693,190745006,Galactosemia,0.90,shared_cui,4,disease,BioRED,true
D005768,31055005,Gastrointestinal hormone,0.90,shared_cui,4,chemical,BioRED,true
D005907,395731001,Gliclazide,0.90,shared_cui,4,chemical,"BC5CDR,BioRED",true
D005913,387143009,Glipizide,0.90,shared_cui,4,chemical,"BC5CDR,BioRED",true
D005997,713657006,Glycerophosphocholine,0.90,shared_cui,4,chemical,BC5CDR,true
D006160,91262008,Guanosine triphosphate,0.90,shared_cui,4,chemical,BioRED,true
D006423,77674003,Hemianopia,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D006530,51292008,Hepatorenal syndrome,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D006585,387385000,Altretamine,0.90,shared_cui,4,chemical,BC5CDR,true
D006849,230745008,Hydrocephalus,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D006932,14783006,Hyperbilirubinemia,0.90,shared_cui,4,disease,BC5CDR,true
D006935,29596007,Hypercapnia,0.90,shared_cui,4,disease,BC5CDR,true
D006956,38101003,Hypermetropia,0.90,shared_cui,4,disease,BioRED,true
D006967,419076005,Allergic reaction,0.90,shared_cui,4,disease,BioRED,true
D006985,68978004,Hyperventilation,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D006994,60086000,Aldosterone deficiency,0.90,shared_cui,4,disease,BC5CDR,true
D007319,193462001,Insomnia,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D007464,387291001,Clioquinol,0.90,shared_cui,4,chemical,BC5CDR,true
D007669,386103008,Renal stone,0.90,shared_cui,4,disease,BC5CDR,true
D008078,102739008,LDL cholesterol,0.90,shared_cui,4,chemical,BioRED,true
D008258,190817009,Macroglobulinemia,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D008466,372692002,Mechlorethamine,0.90,shared_cui,4,chemical,BC5CDR,true
D008595,386692008,Menorrhagia,0.90,shared_cui,4,disease,BC5CDR,true
D008755,126074008,Methylergonovine,0.90,shared_cui,4,chemical,BC5CDR,true
D008901,83692001,Mineralocorticoid-containing product,0.90,shared_cui,4,chemical,BioRED,true
D008911,372653009,Minocycline,0.90,shared_cui,4,chemical,BC5CDR,true
D009120,55300003,Cramp,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D009123,397488002,Flaccidity,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D009181,3218000,Mycosis,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D009212,48165008,Myoglobinuria,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D009221,44551007,Muscular ossification,0.90,shared_cui,4,disease,BioRED,true
D009243,131143000,Nicotinamide adenine dinucleotide,0.90,shared_cui,4,chemical,BC5CDR,true
D009393,52845002,Nephritis,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D009396,25081006,Nephroblastoma,0.90,shared_cui,4,disease,BC5CDR,true
D009506,51697005,Skin mole,0.90,shared_cui,4,disease,BioRED,true
D009566,89119000,Nitrate salt,0.90,shared_cui,4,chemical,"BC5CDR,BioRED",true
D009846,83128009,Oliguria,0.90,shared_cui,4,disease,BC5CDR,true
D010195,75694006,Pancreatitis,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D010211,6141006,Retinal edema,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D010212,711329002,Papilloma,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D010386,126644004,Neoplasm of pelvis,0.90,shared_cui,4,disease,BC5CDR,true
D010622,9721008,Phencyclidine,0.90,shared_cui,4,chemical,"BC5CDR,BioRED",true
D010646,372863003,Phentolamine,0.90,shared_cui,4,chemical,BC5CDR,true
D011317,6273006,Priapism,0.90,shared_cui,4,disease,BC5CDR,true
D011405,372910007,Propafenone,0.90,shared_cui,4,chemical,BC5CDR,true
D012004,126847008,Neoplasm of rectum,0.90,shared_cui,4,disease,BioRED,true
D012010,50715003,Pure red cell aplasia,0.90,shared_cui,4,disease,BC5CDR,true
D012310,31827005,Ristocetin,0.90,shared_cui,4,chemical,BioRED,true
D012393,398909004,Rosacea,0.90,shared_cui,4,disease,BC5CDR,true
D012459,255637000,Salicylate,0.90,shared_cui,4,chemical,BC5CDR,true
D012770,89138009,Cardiogenic shock,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D012798,53827007,Excessive salivation,0.90,shared_cui,4,disease,BC5CDR,true
D013375,720822008,Withdrawal symptom,0.90,shared_cui,4,disease,BC5CDR,true
D013395,11320009,Sucrose,0.90,shared_cui,4,chemical,BC5CDR,true
D013411,74523009,Sulfadiazine,0.90,shared_cui,4,chemical,BC5CDR,true
D013611,233896004,Re-entrant atrioventricular node tachycardia,0.90,shared_cui,4,disease,BC5CDR,true
D013929,18298003,Thromboxane B>2<,0.90,shared_cui,4,chemical,"BC5CDR,BioRED",true
D014217,64130008,Troleandomycin,0.90,shared_cui,4,chemical,BC5CDR,true
D014223,387053007,Triamterene,0.90,shared_cui,4,chemical,BC5CDR,true
D014229,386984001,Triazolam,0.90,shared_cui,4,chemical,BC5CDR,true
D014316,16082008,Tritium,0.90,shared_cui,4,chemical,BioRED,true
D014397,154283005,Pulmonary tuberculosis,0.90,shared_cui,4,disease,BC5CDR,true
D014766,2528003,Viremia,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D014869,71785001,Water intoxication syndrome,0.90,shared_cui,4,disease,BC5CDR,true
D015032,86739005,Zinc,0.90,shared_cui,4,chemical,"BC5CDR,BioRED",true
D015248,387189002,Gemfibrozil,0.90,shared_cui,4,chemical,BC5CDR,true
D015320,105590001,Substance,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",4,chemical,BC5CDR,true
D015458,723410002,N syndrome,0.55,mrrel_rn,4,disease,"BC5CDR,BioRED",true
D015544,105590001,Substance,0.40,sty_fallback:Organic Chemical,4,chemical,BioRED,true
D015774,372848001,Ganciclovir,0.90,shared_cui,4,chemical,"BC5CDR,BioRED",true
D016399,109978004,T-cell lymphoma (clinical),0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D017364,772213007,Collagenase,0.90,shared_cui,4,chemical,BioRED,true
D017542,22039006,Ruptured aneurysm,0.90,shared_cui,4,disease,BC5CDR,true
D017665,105590001,Substance,0.40,sty_fallback:Inorganic Chemical,4,chemical,"BC5CDR,BioRED",true
D017695,282026002,Injury of soft tissue,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D018226,65877006,Fibroadenoma,0.90,shared_cui,4,disease,BioRED,false
D019115,52486002,Necrotizing fasciitis,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D019257,418222008,Dopamine receptor agonist,0.65,mrrel_rb,4,chemical,BC5CDR,true
D019345,395952003,Zinc acetate,0.90,shared_cui,4,chemical,BC5CDR,true
D019465,1230021007,Frontorhiny,0.55,mrrel_rn,4,disease,BioRED,true
D019772,372536007,Topotecan,0.90,shared_cui,4,chemical,BC5CDR,true
D019965,280949006,Erotomania,0.90,shared_cui,4,disease,BC5CDR,true
D019980,734844004,Amoxicillin- and clavulanic acid-containing product,0.90,shared_cui,4,chemical,BC5CDR,true
D020105,373441005,Milrinone,0.90,shared_cui,4,chemical,BC5CDR,true
D020372,412366002,Dexfenfluramine,0.90,shared_cui,4,chemical,BC5CDR,true
D020821,15802004,Dystonia,0.90,shared_cui,4,disease,BC5CDR,true
D020879,404684003,Clinical finding,0.40,sty_fallback:Sign or Symptom,4,disease,BC5CDR,true
D020968,72893007,Brachial neuritis,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D024741,83978005,Primary familial hypertrophic cardiomyopathy,0.90,shared_cui,4,disease,BioRED,true
D024841,838284008,Fluoroquinolone,0.90,shared_cui,4,chemical,"BC5CDR,BioRED",true
D036145,105590001,Substance,0.40,sty_fallback:Organic Chemical,4,chemical,"BC5CDR,BioRED",true
D041781,44018007,Cholestatic jaundice syndrome,0.90,shared_cui,4,disease,BC5CDR,true
D043343,96338002,Testosterone propionate,0.90,shared_cui,4,chemical,BC5CDR,true
D044342,248325000,Undernourished,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D045165,111151007,Anabolic androgenic steroid,0.90,shared_cui,4,chemical,BioRED,true
D046150,38196001,Laron-type isolated somatotropin defect,0.90,shared_cui,4,disease,BioRED,true
D047508,427044009,Fulminant hepatitis,0.90,shared_cui,4,disease,BC5CDR,true
D053609,214264003,Lethargy,0.90,shared_cui,4,disease,BC5CDR,true
D054058,394659003,Acute coronary syndrome,0.90,shared_cui,4,disease,"BC5CDR,BioRED",true
D055113,5689008,Chronic periodontitis,0.90,shared_cui,4,disease,BioRED,true
D055154,16617009,Dysphonia,0.90,shared_cui,4,disease,BC5CDR,true
D055371,315345002,Acute lung injury,0.90,shared_cui,4,disease,BioRED,true
D056988,54329005,Acute myocardial infarction of anterior wall,0.90,shared_cui,4,disease,BC5CDR,true
D056989,73795002,Acute myocardial infarction of inferior wall,0.90,shared_cui,4,disease,BC5CDR,true
D059350,82423001,Chronic pain,0.90,shared_cui,4,disease,BC5CDR,true
D065630,17190001,Congenital diaphragmatic hernia,0.90,shared_cui,4,disease,BC5CDR,true
C004479,407312007,Enzyme inhibitor,0.65,mrrel_rb,3,chemical,BC5CDR,true
C005177,418467003,Benserazide- and levodopa-containing product,0.90,shared_cui,3,chemical,BC5CDR,true
C006753,12801003,Iodamide meglumine,0.90,shared_cui,3,chemical,BC5CDR,true
C013741,105590001,Substance,0.40,sty_fallback:Organic Chemical,3,chemical,BC5CDR,true
C019269,713402004,Benzylthiouracil,0.90,shared_cui,3,chemical,BC5CDR,true
C019529,52642002,Peptide,0.65,mrrel_rb,3,chemical,BioRED,true
C023754,373440006,Tizanidine,0.90,shared_cui,3,chemical,BC5CDR,true
C024986,50213009,Chloride salt,0.65,mrrel_rb,3,chemical,BC5CDR,true
C027429,713481009,Veralipride,0.90,shared_cui,3,chemical,BC5CDR,true
C029992,61299002,Enkephalin,0.65,mrrel_rb,3,chemical,BC5CDR,true
C030299,63133004,Phenylhydrazine,0.90,shared_cui,3,chemical,BC5CDR,true
C031927,387422001,Hydroquinone,0.90,shared_cui,3,chemical,BC5CDR,true
C032208,407312007,Enzyme inhibitor,0.65,mrrel_rb,3,chemical,BC5CDR,true
C033273,395945000,Gestodene,0.90,shared_cui,3,chemical,BC5CDR,true
C033457,372697008,Quinidine,0.65,mrrel_rb,3,chemical,BC5CDR,true
C034221,14060003,Catechol,0.90,shared_cui,3,chemical,BC5CDR,true
C034818,105590001,Substance,0.40,sty_fallback:Organic Chemical,3,chemical,BC5CDR,true
C034868,387318005,Cisplatin,0.65,mrrel_rb,3,chemical,BC5CDR,true
C046308,105590001,Substance,0.40,sty_fallback:Organic Chemical,3,chemical,BC5CDR,true
C057837,75371004,Theobromine,0.65,mrrel_rb,3,chemical,BC5CDR,true
C063968,372813008,Antiarrhythmic agent,0.65,mrrel_rb,3,chemical,BC5CDR,true
C066192,39694009,Kynurenic acid,0.65,mrrel_rb,3,chemical,BC5CDR,true
C067171,105590001,Substance,0.40,sty_fallback:Organic Chemical,3,chemical,BC5CDR,true
C071262,413639003,Benzazepine,0.65,mrrel_rb,3,chemical,BC5CDR,true
C079415,424563009,Benzopyran,0.65,mrrel_rb,3,chemical,BC5CDR,true
C084325,419361008,Remoxipride,0.65,mrrel_rb,3,chemical,BC5CDR,true
C095756,414351004,Glutamate receptor antagonist,0.65,mrrel_rb,3,chemical,BC5CDR,true
C097299,52541003,Proline,0.65,mrrel_rb,3,chemical,BC5CDR,true
C097949,707019004,"1,25-dihydroxyvitamin D",0.90,shared_cui,3,chemical,"BC5CDR,BioRED",true
C112341,419361008,Remoxipride,0.65,mrrel_rb,3,chemical,BC5CDR,true
C516667,443763005,Pazopanib,0.90,shared_cui,3,chemical,BioRED,true
C536183,716699004,Epidermolysis bullosa simplex due to plakophilin deficiency,0.90,shared_cui,3,disease,BioRED,true
C537884,204153003,Irido-corneo-trabecular dysgenesis,0.90,shared_cui,3,disease,BioRED,true
C538191,237983002,Fumarate hydratase deficiency,0.90,shared_cui,3,disease,BioRED,true
C544351,84438001,Idiopathic orthostatic hypotension,0.90,shared_cui,3,disease,BC5CDR,true
C545373,703796003,Ponatinib,0.90,shared_cui,3,chemical,BioRED,true
C545823,226911007,Soybean oil,0.65,mrrel_rb,3,chemical,BioRED,true
C551803,710228002,Ibrutinib,0.90,shared_cui,3,chemical,BioRED,true
C553185,105590001,Substance,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",3,chemical,BioRED,true
C558899,134573001,Lopinavir- and ritonavir-containing product,0.90,shared_cui,3,chemical,BC5CDR,true
C563867,724385009,Growth delay due to insulin-like growth factor type 1 deficiency,0.90,shared_cui,3,disease,BioRED,true
C564609,60700002,Sensorineural hearing loss,0.65,mrrel_rb,3,disease,BioRED,true
C565789,715829003,Familial advanced sleep phase syndrome,0.90,shared_cui,3,disease,BioRED,true
C567134,60700002,Sensorineural hearing loss,0.65,mrrel_rb,3,disease,BioRED,true
D000031,30260009,Septic abortion,0.90,shared_cui,3,disease,BC5CDR,true
D000410,56935002,Alanine aminotransferase,0.90,shared_cui,3,chemical,BioRED,true
D000471,21420006,Alkalosis,0.90,shared_cui,3,disease,"BC5CDR,BioRED",true
D000474,360378009,"Homogentisate 1,2-dioxygenase deficiency",0.90,shared_cui,3,disease,BioRED,true
D000568,14302001,Amenorrhea,0.90,shared_cui,3,disease,BC5CDR,true
D000662,373338002,Amphetamine,0.90,shared_cui,3,chemical,BC5CDR,false
D000857,708673009,Parosmia,0.90,shared_cui,3,disease,BC5CDR,true
D000961,66891005,Cytotoxic antibody,0.90,shared_cui,3,chemical,BC5CDR,true
D001146,71792006,Sinus arrhythmia,0.90,shared_cui,3,disease,BC5CDR,true
D001167,52089001,Arteritis,0.90,shared_cui,3,disease,BC5CDR,true
D001416,161891005,Backache,0.90,shared_cui,3,disease,BC5CDR,true
D001477,707742001,Bartter syndrome,0.90,shared_cui,3,disease,BioRED,true
D001859,115239009,Bone tumor,0.90,shared_cui,3,disease,"BC5CDR,BioRED",true
D002180,79740000,Candidiasis of mouth,0.90,shared_cui,3,disease,BC5CDR,true
D002228,372713001,Carbenicillin,0.90,shared_cui,3,chemical,BC5CDR,true
D002243,116509006,Alosetron,0.55,mrrel_rn,3,chemical,BC5CDR,true
D002524,32566006,Dysmetria,0.90,shared_cui,3,disease,"BC5CDR,BioRED",true
D002534,389089009,Anoxia of brain,0.90,shared_cui,3,disease,BC5CDR,true
D002561,62914000,Cerebrovascular disease,0.90,shared_cui,3,disease,BC5CDR,true
D002713,29276003,Chlorine,0.90,shared_cui,3,chemical,BC5CDR,true
D002719,395978007,Chlormethiazole,0.90,shared_cui,3,chemical,BC5CDR,true
